production,date,capacity,gross
chicago-4804,"Sep 21, 2003",97,632980.0
chicago-4804,"Sep 28, 2003",98,639839.0
chicago-4804,"Oct 5, 2003",98,635466.0
chicago-4804,"Oct 12, 2003",95,631285.0
chicago-4804,"Oct 19, 2003",96,627652.0
chicago-4804,"Oct 26, 2003",94,589722.0
chicago-4804,"Nov 2, 2003",83,495124.0
chicago-4804,"Nov 9, 2003",96,599716.0
chicago-4804,"Nov 16, 2003",89,555668.0
chicago-4804,"Nov 23, 2003",85,518044.0
chicago-4804,"Nov 30, 2003",92,633452.0
chicago-4804,"Dec 7, 2003",92,592259.0
chicago-4804,"Dec 14, 2003",89,577393.0
chicago-4804,"Dec 21, 2003",94,618020.0
chicago-4804,"Dec 28, 2003",99,693294.0
chicago-4804,"Jan 4, 2004",96,675326.0
chicago-4804,"Jan 11, 2004",85,500766.0
chicago-4804,"Jan 18, 2004",82,500008.0
chicago-4804,"Jan 25, 2004",72,413650.0
chicago-4804,"Feb 1, 2004",65,354889.0
chicago-4804,"Feb 8, 2004",80,431135.0
chicago-4804,"Feb 15, 2004",84,535612.0
chicago-4804,"Feb 22, 2004",94,546949.0
chicago-4804,"Feb 29, 2004",86,462998.0
chicago-4804,"Mar 7, 2004",88,481786.0
chicago-4804,"Mar 14, 2004",98,559094.0
chicago-4804,"Mar 21, 2004",97,590649.0
chicago-4804,"Mar 28, 2004",98,579212.0
chicago-4804,"Apr 4, 2004",93,521169.0
chicago-4804,"Apr 11, 2004",100,583857.0
chicago-4804,"Apr 18, 2004",90,510566.0
chicago-4804,"Apr 25, 2004",90,502762.0
chicago-4804,"May 2, 2004",87,474785.0
chicago-4804,"May 9, 2004",82,438329.0
chicago-4804,"May 16, 2004",85,461995.0
chicago-4804,"May 23, 2004",88,475791.0
chicago-4804,"May 30, 2004",86,460708.0
chicago-4804,"Jun 2, 2002",49,302793.0
chicago-4804,"Jun 9, 2002",61,385202.0
chicago-4804,"Jun 16, 2002",57,357015.0
chicago-4804,"Jun 23, 2002",66,405758.0
chicago-4804,"Jun 30, 2002",64,386407.0
chicago-4804,"Jul 7, 2002",53,332375.0
chicago-4804,"Jul 14, 2002",56,350357.0
chicago-4804,"Jul 21, 2002",60,382980.0
chicago-4804,"Jul 28, 2002",65,411866.0
chicago-4804,"Aug 4, 2002",60,375714.0
chicago-4804,"Aug 11, 2002",79,497394.0
chicago-4804,"Aug 18, 2002",69,439056.0
chicago-4804,"Aug 25, 2002",64,402759.0
chicago-4804,"Sep 1, 2002",67,438976.0
chicago-4804,"Sep 8, 2002",37,224702.0
chicago-4804,"Sep 15, 2002",41,246553.0
chicago-4804,"Sep 22, 2002",58,362527.0
chicago-4804,"Sep 29, 2002",62,393856.0
chicago-4804,"Oct 6, 2002",63,386075.0
chicago-4804,"Oct 13, 2002",82,537281.0
chicago-4804,"Oct 20, 2002",72,454849.0
chicago-4804,"Oct 27, 2002",68,439373.0
chicago-4804,"Nov 3, 2002",64,391894.0
chicago-4804,"Nov 10, 2002",79,505774.0
chicago-4804,"Nov 17, 2002",68,450120.0
chicago-4804,"Nov 24, 2002",66,416193.0
chicago-4804,"Dec 1, 2002",81,567754.0
chicago-4804,"Dec 8, 2002",77,544275.0
chicago-4804,"Dec 15, 2002",72,493851.0
chicago-4804,"Dec 22, 2002",78,501292.0
chicago-4804,"Dec 29, 2002",96,815326.0
chicago-4804,"Jan 5, 2003",81,644009.0
chicago-4804,"Jan 12, 2003",79,514678.0
chicago-4804,"Jan 19, 2003",84,605788.0
chicago-4804,"Jan 26, 2003",80,524300.0
chicago-4804,"Feb 2, 2003",82,407550.0
chicago-4804,"Feb 9, 2003",94,454010.0
chicago-4804,"Feb 16, 2003",95,566806.0
chicago-4804,"Feb 23, 2003",99,518889.0
chicago-4804,"Mar 2, 2003",98,496856.0
chicago-4804,"Mar 9, 2003",96,178343.0
chicago-4804,"Mar 16, 2003",100,451170.0
chicago-4804,"Mar 23, 2003",99,518287.0
chicago-4804,"Mar 30, 2003",101,523971.0
chicago-4804,"Apr 6, 2003",95,529448.0
chicago-4804,"Apr 13, 2003",97,554432.0
chicago-4804,"Apr 20, 2003",98,579303.0
chicago-4804,"Apr 27, 2003",99,599093.0
chicago-4804,"May 4, 2003",95,529965.0
chicago-4804,"May 11, 2003",96,527213.0
chicago-4804,"May 18, 2003",98,571542.0
chicago-4804,"May 25, 2003",99,588716.0
chicago-4804,"Jun 3, 2001",57,370599.0
chicago-4804,"Jun 10, 2001",62,420215.0
chicago-4804,"Jun 17, 2001",62,404758.0
chicago-4804,"Jun 24, 2001",73,473923.0
chicago-4804,"Jul 1, 2001",67,436838.0
chicago-4804,"Jul 8, 2001",79,474523.0
chicago-4804,"Jul 15, 2001",70,442545.0
chicago-4804,"Jul 22, 2001",73,465456.0
chicago-4804,"Jul 29, 2001",80,499231.0
chicago-4804,"Aug 5, 2001",83,518833.0
chicago-4804,"Aug 12, 2001",76,474289.0
chicago-4804,"Aug 19, 2001",76,471035.0
chicago-4804,"Aug 26, 2001",75,457952.0
chicago-4804,"Sep 2, 2001",78,499035.0
chicago-4804,"Sep 9, 2001",76,439494.0
chicago-4804,"Sep 16, 2001",38,171836.0
chicago-4804,"Sep 23, 2001",46,287299.0
chicago-4804,"Sep 30, 2001",68,419645.0
chicago-4804,"Oct 7, 2001",76,487331.0
chicago-4804,"Oct 14, 2001",73,448526.0
chicago-4804,"Oct 21, 2001",73,452651.0
chicago-4804,"Oct 28, 2001",75,436797.0
chicago-4804,"Nov 4, 2001",60,354061.0
chicago-4804,"Nov 11, 2001",69,451700.0
chicago-4804,"Nov 18, 2001",55,358140.0
chicago-4804,"Nov 25, 2001",69,521639.0
chicago-4804,"Dec 2, 2001",61,418184.0
chicago-4804,"Dec 9, 2001",66,467989.0
chicago-4804,"Dec 16, 2001",65,422642.0
chicago-4804,"Dec 23, 2001",74,430893.0
chicago-4804,"Dec 30, 2001",95,864163.0
chicago-4804,"Jan 6, 2002",73,468792.0
chicago-4804,"Jan 13, 2002",69,436818.0
chicago-4804,"Jan 20, 2002",79,515161.0
chicago-4804,"Jan 27, 2002",72,448488.0
chicago-4804,"Feb 3, 2002",62,373713.0
chicago-4804,"Feb 10, 2002",74,455944.0
chicago-4804,"Feb 17, 2002",85,616146.0
chicago-4804,"Feb 24, 2002",87,537726.0
chicago-4804,"Mar 3, 2002",78,468262.0
chicago-4804,"Mar 10, 2002",83,509290.0
chicago-4804,"Mar 17, 2002",79,496985.0
chicago-4804,"Mar 24, 2002",85,529412.0
chicago-4804,"Mar 31, 2002",85,530683.0
chicago-4804,"Apr 7, 2002",78,493105.0
chicago-4804,"Apr 14, 2002",64,402083.0
chicago-4804,"Apr 21, 2002",69,439511.0
chicago-4804,"Apr 28, 2002",72,443553.0
chicago-4804,"May 5, 2002",56,353156.0
chicago-4804,"May 12, 2002",60,370701.0
chicago-4804,"May 19, 2002",65,407405.0
chicago-4804,"May 26, 2002",71,448504.0
chicago-4804,"Jun 4, 2000",67,444443.0
chicago-4804,"Jun 11, 2000",69,470967.0
chicago-4804,"Jun 18, 2000",74,482660.0
chicago-4804,"Jun 25, 2000",75,509874.0
chicago-4804,"Jul 2, 2000",81,508103.0
chicago-4804,"Jul 9, 2000",73,447645.0
chicago-4804,"Jul 16, 2000",68,463591.0
chicago-4804,"Jul 23, 2000",67,453475.0
chicago-4804,"Jul 30, 2000",69,462306.0
chicago-4804,"Aug 6, 2000",69,462572.0
chicago-4804,"Aug 13, 2000",71,475490.0
chicago-4804,"Aug 20, 2000",71,475142.0
chicago-4804,"Aug 27, 2000",70,456763.0
chicago-4804,"Sep 3, 2000",78,505669.0
chicago-4804,"Sep 10, 2000",70,420932.0
chicago-4804,"Sep 17, 2000",75,464076.0
chicago-4804,"Sep 24, 2000",79,491365.0
chicago-4804,"Oct 1, 2000",72,458117.0
chicago-4804,"Oct 8, 2000",77,522914.0
chicago-4804,"Oct 15, 2000",78,511388.0
chicago-4804,"Oct 22, 2000",80,537325.0
chicago-4804,"Oct 29, 2000",78,517124.0
chicago-4804,"Nov 5, 2000",74,486462.0
chicago-4804,"Nov 12, 2000",79,519864.0
chicago-4804,"Nov 19, 2000",74,498848.0
chicago-4804,"Nov 26, 2000",80,573088.0
chicago-4804,"Dec 3, 2000",70,479510.0
chicago-4804,"Dec 10, 2000",75,538939.0
chicago-4804,"Dec 17, 2000",69,482939.0
chicago-4804,"Dec 24, 2000",67,391752.0
chicago-4804,"Dec 31, 2000",83,749262.0
chicago-4804,"Jan 7, 2001",67,436725.0
chicago-4804,"Jan 14, 2001",71,470949.0
chicago-4804,"Jan 21, 2001",64,435419.0
chicago-4804,"Jan 28, 2001",63,435685.0
chicago-4804,"Feb 4, 2001",65,435818.0
chicago-4804,"Feb 11, 2001",65,455758.0
chicago-4804,"Feb 18, 2001",81,618516.0
chicago-4804,"Feb 25, 2001",87,648776.0
chicago-4804,"Mar 4, 2001",73,507193.0
chicago-4804,"Mar 11, 2001",68,469708.0
chicago-4804,"Mar 18, 2001",68,465865.0
chicago-4804,"Mar 25, 2001",73,491287.0
chicago-4804,"Apr 1, 2001",75,493311.0
chicago-4804,"Apr 8, 2001",60,383928.0
chicago-4804,"Apr 15, 2001",74,504712.0
chicago-4804,"Apr 22, 2001",79,536134.0
chicago-4804,"Apr 29, 2001",74,487294.0
chicago-4804,"May 6, 2001",64,432542.0
chicago-4804,"May 13, 2001",56,369173.0
chicago-4804,"May 20, 2001",61,410904.0
chicago-4804,"May 27, 2001",74,509524.0
chicago-4804,"Jun 6, 1999",75,538758.0
chicago-4804,"Jun 13, 1999",74,546457.0
chicago-4804,"Jun 20, 1999",76,543380.0
chicago-4804,"Jun 27, 1999",81,596566.0
chicago-4804,"Jul 4, 1999",70,505225.0
chicago-4804,"Jul 11, 1999",67,486224.0
chicago-4804,"Jul 18, 1999",80,583810.0
chicago-4804,"Jul 25, 1999",76,553957.0
chicago-4804,"Aug 1, 1999",75,544289.0
chicago-4804,"Aug 8, 1999",83,601281.0
chicago-4804,"Aug 15, 1999",79,570456.0
chicago-4804,"Aug 22, 1999",78,561441.0
chicago-4804,"Aug 29, 1999",72,516604.0
chicago-4804,"Sep 5, 1999",72,523106.0
chicago-4804,"Sep 12, 1999",83,536852.0
chicago-4804,"Sep 19, 1999",93,591533.0
chicago-4804,"Sep 26, 1999",89,610075.0
chicago-4804,"Oct 3, 1999",87,594119.0
chicago-4804,"Oct 10, 1999",93,651604.0
chicago-4804,"Oct 17, 1999",85,626520.0
chicago-4804,"Oct 24, 1999",84,612626.0
chicago-4804,"Oct 31, 1999",72,520261.0
chicago-4804,"Nov 7, 1999",75,548075.0
chicago-4804,"Nov 14, 1999",79,577323.0
chicago-4804,"Nov 21, 1999",74,541448.0
chicago-4804,"Nov 28, 1999",89,666661.0
chicago-4804,"Dec 5, 1999",77,573176.0
chicago-4804,"Dec 12, 1999",77,572227.0
chicago-4804,"Dec 19, 1999",69,513249.0
chicago-4804,"Dec 26, 1999",66,429657.0
chicago-4804,"Jan 2, 2000",79,656076.0
chicago-4804,"Jan 9, 2000",59,431218.0
chicago-4804,"Jan 16, 2000",70,510398.0
chicago-4804,"Jan 23, 2000",70,511264.0
chicago-4804,"Jan 30, 2000",77,537808.0
chicago-4804,"Feb 6, 2000",76,537371.0
chicago-4804,"Feb 13, 2000",83,598814.0
chicago-4804,"Feb 20, 2000",93,668813.0
chicago-4804,"Feb 27, 2000",89,641064.0
chicago-4804,"Mar 5, 2000",68,475094.0
chicago-4804,"Mar 12, 2000",76,530348.0
chicago-4804,"Mar 19, 2000",88,614970.0
chicago-4804,"Mar 26, 2000",76,534060.0
chicago-4804,"Apr 2, 2000",64,452947.0
chicago-4804,"Apr 9, 2000",64,455359.0
chicago-4804,"Apr 16, 2000",72,490769.0
chicago-4804,"Apr 23, 2000",87,594161.0
chicago-4804,"Apr 30, 2000",83,572627.0
chicago-4804,"May 7, 2000",76,524384.0
chicago-4804,"May 14, 2000",67,468183.0
chicago-4804,"May 21, 2000",72,521017.0
chicago-4804,"May 28, 2000",75,530338.0
chicago-4804,"Jun 7, 1998",100,677475.0
chicago-4804,"Jun 14, 1998",100,676908.0
chicago-4804,"Jun 21, 1998",102,679907.0
chicago-4804,"Jun 28, 1998",101,679933.0
chicago-4804,"Jul 5, 1998",99,670225.0
chicago-4804,"Jul 12, 1998",101,681198.0
chicago-4804,"Jul 19, 1998",101,678727.0
chicago-4804,"Jul 26, 1998",99,673126.0
chicago-4804,"Aug 2, 1998",101,680660.0
chicago-4804,"Aug 9, 1998",101,679300.0
chicago-4804,"Aug 16, 1998",101,684373.0
chicago-4804,"Aug 23, 1998",101,683356.0
chicago-4804,"Aug 30, 1998",98,670173.0
chicago-4804,"Sep 6, 1998",95,647294.0
chicago-4804,"Sep 13, 1998",91,616823.0
chicago-4804,"Sep 20, 1998",95,647279.0
chicago-4804,"Sep 27, 1998",96,652988.0
chicago-4804,"Oct 4, 1998",93,633643.0
chicago-4804,"Oct 11, 1998",99,676828.0
chicago-4804,"Oct 18, 1998",100,682020.0
chicago-4804,"Oct 25, 1998",99,676552.0
chicago-4804,"Nov 1, 1998",90,632296.0
chicago-4804,"Nov 8, 1998",95,651020.0
chicago-4804,"Nov 15, 1998",96,657188.0
chicago-4804,"Nov 22, 1998",95,651125.0
chicago-4804,"Nov 29, 1998",101,694504.0
chicago-4804,"Dec 6, 1998",98,663573.0
chicago-4804,"Dec 13, 1998",98,663181.0
chicago-4804,"Dec 20, 1998",93,637399.0
chicago-4804,"Dec 27, 1998",99,675144.0
chicago-4804,"Jan 3, 1999",98,703424.0
chicago-4804,"Jan 10, 1999",89,626180.0
chicago-4804,"Jan 17, 1999",89,606543.0
chicago-4804,"Jan 24, 1999",96,649434.0
chicago-4804,"Jan 31, 1999",79,529080.0
chicago-4804,"Feb 7, 1999",80,521430.0
chicago-4804,"Feb 14, 1999",85,583328.0
chicago-4804,"Feb 21, 1999",89,612764.0
chicago-4804,"Feb 28, 1999",81,551604.0
chicago-4804,"Mar 7, 1999",85,577169.0
chicago-4804,"Mar 14, 1999",96,652642.0
chicago-4804,"Mar 21, 1999",95,636306.0
chicago-4804,"Mar 28, 1999",96,657219.0
chicago-4804,"Apr 4, 1999",94,642282.0
chicago-4804,"Apr 11, 1999",100,677548.0
chicago-4804,"Apr 18, 1999",82,555475.0
chicago-4804,"Apr 25, 1999",87,593486.0
chicago-4804,"May 2, 1999",82,565912.0
chicago-4804,"May 9, 1999",78,549653.0
chicago-4804,"May 16, 1999",84,590335.0
chicago-4804,"May 23, 1999",88,632184.0
chicago-4804,"May 30, 1999",81,582481.0
chicago-4804,"Jun 8, 1997",101,637227.0
chicago-4804,"Jun 15, 1997",101,625585.0
chicago-4804,"Jun 22, 1997",101,633244.0
chicago-4804,"Jun 29, 1997",101,640986.0
chicago-4804,"Jul 6, 1997",101,654330.0
chicago-4804,"Jul 13, 1997",101,651151.0
chicago-4804,"Jul 20, 1997",101,651156.0
chicago-4804,"Jul 27, 1997",101,661552.0
chicago-4804,"Aug 3, 1997",101,665169.0
chicago-4804,"Aug 10, 1997",101,661871.0
chicago-4804,"Aug 17, 1997",101,662454.0
chicago-4804,"Aug 24, 1997",101,669552.0
chicago-4804,"Aug 31, 1997",101,671023.0
chicago-4804,"Sep 7, 1997",101,661915.0
chicago-4804,"Sep 14, 1997",101,652683.0
chicago-4804,"Sep 21, 1997",101,657559.0
chicago-4804,"Sep 28, 1997",101,660928.0
chicago-4804,"Oct 5, 1997",101,666480.0
chicago-4804,"Oct 12, 1997",101,670889.0
chicago-4804,"Oct 19, 1997",101,663212.0
chicago-4804,"Oct 26, 1997",101,657357.0
chicago-4804,"Nov 2, 1997",101,671063.0
chicago-4804,"Nov 9, 1997",100,661003.0
chicago-4804,"Nov 16, 1997",101,668936.0
chicago-4804,"Nov 23, 1997",101,673563.0
chicago-4804,"Nov 30, 1997",102,692148.0
chicago-4804,"Dec 7, 1997",102,660428.0
chicago-4804,"Dec 14, 1997",102,658544.0
chicago-4804,"Dec 21, 1997",102,671255.0
chicago-4804,"Dec 28, 1997",102,684492.0
chicago-4804,"Jan 4, 1998",102,719262.0
chicago-4804,"Jan 11, 1998",100,690356.0
chicago-4804,"Jan 18, 1998",93,647412.0
chicago-4804,"Jan 25, 1998",90,614188.0
chicago-4804,"Feb 1, 1998",91,621649.0
chicago-4804,"Feb 8, 1998",89,593729.0
chicago-4804,"Feb 15, 1998",92,617771.0
chicago-4804,"Feb 22, 1998",100,670636.0
chicago-4804,"Mar 1, 1998",93,635891.0
chicago-4804,"Mar 8, 1998",95,643385.0
chicago-4804,"Mar 15, 1998",97,659350.0
chicago-4804,"Mar 22, 1998",101,683278.0
chicago-4804,"Mar 29, 1998",101,682762.0
chicago-4804,"Apr 5, 1998",95,647499.0
chicago-4804,"Apr 12, 1998",101,686053.0
chicago-4804,"Apr 19, 1998",101,684118.0
chicago-4804,"Apr 26, 1998",99,672905.0
chicago-4804,"May 3, 1998",100,674260.0
chicago-4804,"May 10, 1998",99,669652.0
chicago-4804,"May 17, 1998",100,674798.0
chicago-4804,"May 24, 1998",101,681316.0
chicago-4804,"May 31, 1998",99,675464.0
chicago-4804,"Oct 27, 1996",74,281962.0
chicago-4804,"Nov 3, 1996",78,412787.0
chicago-4804,"Nov 10, 1996",87,423495.0
chicago-4804,"Nov 17, 1996",71,414560.0
chicago-4804,"Nov 24, 1996",97,579370.0
chicago-4804,"Dec 1, 1996",101,636427.0
chicago-4804,"Dec 8, 1996",101,592689.0
chicago-4804,"Dec 15, 1996",100,607390.0
chicago-4804,"Dec 22, 1996",100,628117.0
chicago-4804,"Dec 29, 1996",101,657072.0
chicago-4804,"Jan 5, 1997",101,683617.0
chicago-4804,"Jan 12, 1997",100,633410.0
chicago-4804,"Jan 19, 1997",99,630606.0
chicago-4804,"Jan 26, 1997",100,634725.0
chicago-4804,"Feb 2, 1997",99,604044.0
chicago-4804,"Feb 9, 1997",100,636761.0
chicago-4804,"Feb 16, 1997",100,463720.0
chicago-4804,"Feb 23, 1997",99,594777.0
chicago-4804,"Mar 2, 1997",97,590835.0
chicago-4804,"Mar 9, 1997",98,591345.0
chicago-4804,"Mar 16, 1997",101,609550.0
chicago-4804,"Mar 23, 1997",101,613390.0
chicago-4804,"Mar 30, 1997",101,626877.0
chicago-4804,"Apr 6, 1997",101,616730.0
chicago-4804,"Apr 13, 1997",101,605151.0
chicago-4804,"Apr 20, 1997",101,610961.0
chicago-4804,"Apr 27, 1997",101,618599.0
chicago-4804,"May 4, 1997",101,616338.0
chicago-4804,"May 11, 1997",100,612458.0
chicago-4804,"May 18, 1997",101,632427.0
chicago-4804,"May 25, 1997",101,640293.0
chicago-4804,"Jun 1, 1997",101,643267.0
rent-4791,"Jun 1, 2008",82,551563.0
rent-4791,"Jun 8, 2008",56,330942.0
rent-4791,"Jun 15, 2008",67,326643.0
rent-4791,"Jun 22, 2008",70,416416.0
rent-4791,"Jun 29, 2008",77,471925.0
rent-4791,"Jul 6, 2008",84,455054.0
rent-4791,"Jul 13, 2008",70,411223.0
rent-4791,"Jul 20, 2008",75,470225.0
rent-4791,"Jul 27, 2008",78,483938.0
rent-4791,"Aug 3, 2008",82,525147.0
rent-4791,"Aug 10, 2008",88,564086.0
rent-4791,"Aug 17, 2008",93,640608.0
rent-4791,"Aug 24, 2008",88,633355.0
rent-4791,"Aug 31, 2008",101,796662.0
rent-4791,"Sep 7, 2008",97,715182.0
rent-4791,"Jun 3, 2007",48,241916.0
rent-4791,"Jun 10, 2007",58,291940.0
rent-4791,"Jun 17, 2007",58,301074.0
rent-4791,"Jun 24, 2007",65,334930.0
rent-4791,"Jul 1, 2007",68,339504.0
rent-4791,"Jul 8, 2007",71,365819.0
rent-4791,"Jul 15, 2007",61,307926.0
rent-4791,"Jul 22, 2007",65,344749.0
rent-4791,"Jul 29, 2007",67,379071.0
rent-4791,"Aug 5, 2007",101,632966.0
rent-4791,"Aug 12, 2007",101,633919.0
rent-4791,"Aug 19, 2007",100,611973.0
rent-4791,"Aug 26, 2007",94,576856.0
rent-4791,"Sep 2, 2007",87,527448.0
rent-4791,"Sep 9, 2007",63,380983.0
rent-4791,"Sep 16, 2007",57,262053.0
rent-4791,"Sep 23, 2007",58,302360.0
rent-4791,"Sep 30, 2007",65,335114.0
rent-4791,"Oct 7, 2007",85,454535.0
rent-4791,"Oct 14, 2007",52,268082.0
rent-4791,"Oct 21, 2007",54,277630.0
rent-4791,"Oct 28, 2007",52,249173.0
rent-4791,"Nov 4, 2007",62,256182.0
rent-4791,"Nov 11, 2007",51,116317.0
rent-4791,"Dec 2, 2007",53,150436.0
rent-4791,"Dec 9, 2007",55,230877.0
rent-4791,"Dec 16, 2007",43,199907.0
rent-4791,"Dec 23, 2007",58,322344.0
rent-4791,"Dec 30, 2007",83,613560.0
rent-4791,"Jan 6, 2008",72,343967.0
rent-4791,"Jan 13, 2008",55,265191.0
rent-4791,"Jan 20, 2008",66,333226.0
rent-4791,"Jan 27, 2008",58,293766.0
rent-4791,"Feb 3, 2008",54,254859.0
rent-4791,"Feb 10, 2008",60,314407.0
rent-4791,"Feb 17, 2008",91,526013.0
rent-4791,"Feb 24, 2008",90,463427.0
rent-4791,"Mar 2, 2008",74,384286.0
rent-4791,"Mar 9, 2008",78,419435.0
rent-4791,"Mar 16, 2008",95,527080.0
rent-4791,"Mar 23, 2008",101,582350.0
rent-4791,"Mar 30, 2008",94,598573.0
rent-4791,"Apr 6, 2008",76,451048.0
rent-4791,"Apr 13, 2008",77,455248.0
rent-4791,"Apr 20, 2008",75,450889.0
rent-4791,"Apr 27, 2008",88,531580.0
rent-4791,"May 4, 2008",79,472955.0
rent-4791,"May 11, 2008",72,428996.0
rent-4791,"May 18, 2008",85,525230.0
rent-4791,"May 25, 2008",90,581727.0
rent-4791,"Jun 4, 2006",72,380595.0
rent-4791,"Jun 11, 2006",75,423954.0
rent-4791,"Jun 18, 2006",70,400615.0
rent-4791,"Jun 25, 2006",86,492380.0
rent-4791,"Jul 2, 2006",79,450900.0
rent-4791,"Jul 9, 2006",76,434294.0
rent-4791,"Jul 16, 2006",85,489391.0
rent-4791,"Jul 23, 2006",83,477918.0
rent-4791,"Jul 30, 2006",86,485010.0
rent-4791,"Aug 6, 2006",84,473253.0
rent-4791,"Aug 13, 2006",86,499070.0
rent-4791,"Aug 20, 2006",83,475121.0
rent-4791,"Aug 27, 2006",81,445683.0
rent-4791,"Sep 3, 2006",81,440623.0
rent-4791,"Sep 10, 2006",54,266395.0
rent-4791,"Sep 17, 2006",65,311761.0
rent-4791,"Sep 24, 2006",59,273579.0
rent-4791,"Oct 1, 2006",64,314280.0
rent-4791,"Oct 8, 2006",73,387532.0
rent-4791,"Oct 15, 2006",70,363697.0
rent-4791,"Oct 22, 2006",68,366711.0
rent-4791,"Oct 29, 2006",63,323387.0
rent-4791,"Nov 5, 2006",53,292466.0
rent-4791,"Nov 12, 2006",72,382389.0
rent-4791,"Nov 19, 2006",54,292756.0
rent-4791,"Nov 26, 2006",69,442846.0
rent-4791,"Dec 3, 2006",56,318272.0
rent-4791,"Dec 10, 2006",79,373834.0
rent-4791,"Dec 17, 2006",60,348474.0
rent-4791,"Dec 24, 2006",70,390767.0
rent-4791,"Dec 31, 2006",96,786930.0
rent-4791,"Jan 7, 2007",83,465719.0
rent-4791,"Jan 14, 2007",81,445178.0
rent-4791,"Jan 21, 2007",55,297156.0
rent-4791,"Jan 28, 2007",56,303725.0
rent-4791,"Feb 4, 2007",53,265983.0
rent-4791,"Feb 11, 2007",51,272138.0
rent-4791,"Feb 18, 2007",78,454312.0
rent-4791,"Feb 25, 2007",82,446242.0
rent-4791,"Mar 4, 2007",54,281972.0
rent-4791,"Mar 11, 2007",68,369276.0
rent-4791,"Mar 18, 2007",78,425879.0
rent-4791,"Mar 25, 2007",80,418196.0
rent-4791,"Apr 1, 2007",75,405684.0
rent-4791,"Apr 8, 2007",98,548554.0
rent-4791,"Apr 15, 2007",81,440851.0
rent-4791,"Apr 22, 2007",60,323902.0
rent-4791,"Apr 29, 2007",63,325074.0
rent-4791,"May 6, 2007",52,257036.0
rent-4791,"May 13, 2007",51,257944.0
rent-4791,"May 20, 2007",62,305915.0
rent-4791,"May 27, 2007",73,353250.0
rent-4791,"Jun 5, 2005",68,326947.0
rent-4791,"Jun 12, 2005",67,320119.0
rent-4791,"Jun 19, 2005",69,332093.0
rent-4791,"Jun 26, 2005",75,362841.0
rent-4791,"Jul 3, 2005",72,358453.0
rent-4791,"Jul 10, 2005",71,358534.0
rent-4791,"Jul 17, 2005",75,382101.0
rent-4791,"Jul 24, 2005",81,424899.0
rent-4791,"Jul 31, 2005",84,445088.0
rent-4791,"Aug 7, 2005",85,459198.0
rent-4791,"Aug 14, 2005",88,479491.0
rent-4791,"Aug 21, 2005",87,470231.0
rent-4791,"Aug 28, 2005",77,420998.0
rent-4791,"Sep 4, 2005",72,387545.0
rent-4791,"Sep 11, 2005",51,262101.0
rent-4791,"Sep 18, 2005",55,281924.0
rent-4791,"Sep 25, 2005",63,322479.0
rent-4791,"Oct 2, 2005",52,60519.0
rent-4791,"Oct 9, 2005",86,392127.0
rent-4791,"Oct 16, 2005",79,427867.0
rent-4791,"Oct 23, 2005",81,424154.0
rent-4791,"Oct 30, 2005",78,382228.0
rent-4791,"Nov 6, 2005",68,362450.0
rent-4791,"Nov 13, 2005",93,521931.0
rent-4791,"Nov 20, 2005",92,522031.0
rent-4791,"Nov 27, 2005",101,683252.0
rent-4791,"Dec 4, 2005",87,494431.0
rent-4791,"Dec 11, 2005",95,534962.0
rent-4791,"Dec 18, 2005",91,551224.0
rent-4791,"Dec 25, 2005",87,520135.0
rent-4791,"Jan 1, 2006",104,880804.0
rent-4791,"Jan 8, 2006",103,620648.0
rent-4791,"Jan 15, 2006",102,596336.0
rent-4791,"Jan 22, 2006",87,508849.0
rent-4791,"Jan 29, 2006",82,468872.0
rent-4791,"Feb 5, 2006",75,411515.0
rent-4791,"Feb 12, 2006",69,402763.0
rent-4791,"Feb 19, 2006",93,560137.0
rent-4791,"Feb 26, 2006",99,581089.0
rent-4791,"Mar 5, 2006",77,430901.0
rent-4791,"Mar 12, 2006",93,530587.0
rent-4791,"Mar 19, 2006",102,613889.0
rent-4791,"Mar 26, 2006",100,581220.0
rent-4791,"Apr 2, 2006",91,522521.0
rent-4791,"Apr 9, 2006",88,489227.0
rent-4791,"Apr 16, 2006",100,593149.0
rent-4791,"Apr 23, 2006",99,575296.0
rent-4791,"Apr 30, 2006",81,401249.0
rent-4791,"May 7, 2006",80,403616.0
rent-4791,"May 14, 2006",70,380891.0
rent-4791,"May 21, 2006",92,499863.0
rent-4791,"May 28, 2006",83,455106.0
rent-4791,"Jun 6, 2004",66,292047.0
rent-4791,"Jun 13, 2004",65,290379.0
rent-4791,"Jun 20, 2004",67,303514.0
rent-4791,"Jun 27, 2004",85,376998.0
rent-4791,"Jul 4, 2004",58,266411.0
rent-4791,"Jul 11, 2004",73,345377.0
rent-4791,"Jul 18, 2004",79,371331.0
rent-4791,"Jul 25, 2004",76,356310.0
rent-4791,"Aug 1, 2004",79,377970.0
rent-4791,"Aug 8, 2004",76,367951.0
rent-4791,"Aug 15, 2004",78,378567.0
rent-4791,"Aug 22, 2004",74,354201.0
rent-4791,"Aug 29, 2004",56,267313.0
rent-4791,"Sep 5, 2004",55,226935.0
rent-4791,"Sep 12, 2004",57,244814.0
rent-4791,"Sep 19, 2004",69,295327.0
rent-4791,"Sep 26, 2004",62,276276.0
rent-4791,"Oct 3, 2004",66,294097.0
rent-4791,"Oct 10, 2004",82,378238.0
rent-4791,"Oct 17, 2004",83,386797.0
