production,date,capacity,gross
bad-cinderella-535361,"May 28, 2023",69,351163.0
bad-cinderella-535361,"Jun 4, 2023",77,384017.0
bad-cinderella-535361,"Feb 19, 2023",100,318478.0
bad-cinderella-535361,"Feb 26, 2023",93,684822.0
bad-cinderella-535361,"Mar 5, 2023",89,568165.0
bad-cinderella-535361,"Mar 12, 2023",89,592938.0
bad-cinderella-535361,"Mar 19, 2023",89,642196.0
bad-cinderella-535361,"Mar 26, 2023",91,633929.0
bad-cinderella-535361,"Apr 2, 2023",80,631890.0
bad-cinderella-535361,"Apr 9, 2023",85,639391.0
bad-cinderella-535361,"Apr 16, 2023",72,571192.0
bad-cinderella-535361,"Apr 23, 2023",65,539119.0
bad-cinderella-535361,"Apr 30, 2023",65,514980.0
bad-cinderella-535361,"May 7, 2023",54,326303.0
bad-cinderella-535361,"May 14, 2023",63,324003.0
bad-cinderella-535361,"May 21, 2023",68,384528.0
dancin-4051,"Jun 6, 1982",42,86383.0
dancin-4051,"Jun 13, 1982",49,99551.0
dancin-4051,"Jun 20, 1982",52,101681.0
dancin-4051,"Jun 27, 1982",54,108673.0
dancin-4051,"Jun 7, 1981",79,135721.0
dancin-4051,"Jun 14, 1981",83,140743.0
dancin-4051,"Jun 21, 1981",81,137496.0
dancin-4051,"Jun 28, 1981",71,125584.0
dancin-4051,"Jul 5, 1981",55,84252.0
dancin-4051,"Jul 12, 1981",61,107219.0
dancin-4051,"Jul 19, 1981",79,133859.0
dancin-4051,"Jul 26, 1981",88,147960.0
dancin-4051,"Aug 2, 1981",84,146520.0
dancin-4051,"Aug 9, 1981",85,147636.0
dancin-4051,"Aug 16, 1981",86,151983.0
dancin-4051,"Aug 23, 1981",83,146534.0
dancin-4051,"Aug 30, 1981",83,144518.0
dancin-4051,"Sep 6, 1981",78,137638.0
dancin-4051,"Sep 13, 1981",55,95394.0
dancin-4051,"Sep 20, 1981",70,134811.0
dancin-4051,"Sep 27, 1981",65,123080.0
dancin-4051,"Oct 4, 1981",73,132407.0
dancin-4051,"Oct 11, 1981",78,142973.0
dancin-4051,"Oct 18, 1981",83,154917.0
dancin-4051,"Oct 25, 1981",77,147615.0
dancin-4051,"Nov 1, 1981",60,113305.0
dancin-4051,"Nov 8, 1981",75,139680.0
dancin-4051,"Nov 15, 1981",87,154077.0
dancin-4051,"Nov 22, 1981",77,133931.0
dancin-4051,"Nov 29, 1981",78,152122.0
dancin-4051,"Dec 6, 1981",62,113108.0
dancin-4051,"Dec 13, 1981",62,110688.0
dancin-4051,"Dec 20, 1981",51,89420.0
dancin-4051,"Dec 27, 1981",61,113199.0
dancin-4051,"Jan 3, 1982",88,184475.0
dancin-4051,"Jan 10, 1982",66,126094.0
dancin-4051,"Jan 17, 1982",60,118109.0
dancin-4051,"Jan 24, 1982",48,92259.0
dancin-4051,"Jan 31, 1982",56,102957.0
dancin-4051,"Feb 7, 1982",50,91332.0
dancin-4051,"Feb 14, 1982",62,118618.0
dancin-4051,"Feb 21, 1982",72,136749.0
dancin-4051,"Feb 28, 1982",72,130207.0
dancin-4051,"Mar 7, 1982",48,96229.0
dancin-4051,"Mar 14, 1982",53,102528.0
dancin-4051,"Mar 21, 1982",57,110271.0
dancin-4051,"Mar 28, 1982",72,136709.0
dancin-4051,"Apr 4, 1982",52,103611.0
dancin-4051,"Apr 11, 1982",70,140397.0
dancin-4051,"Apr 18, 1982",84,160444.0
dancin-4051,"Apr 25, 1982",74,140606.0
dancin-4051,"May 2, 1982",61,115902.0
dancin-4051,"May 9, 1982",51,102888.0
dancin-4051,"May 16, 1982",43,89185.0
dancin-4051,"May 23, 1982",56,116929.0
dancin-4051,"May 30, 1982",49,97783.0
dancin-4051,"Jun 8, 1980",73,115640.0
dancin-4051,"Jun 15, 1980",73,112098.0
dancin-4051,"Jun 22, 1980",82,126432.0
dancin-4051,"Jun 29, 1980",91,138819.0
dancin-4051,"Jul 6, 1980",76,105612.0
dancin-4051,"Jul 13, 1980",87,125628.0
dancin-4051,"Jul 20, 1980",78,122550.0
dancin-4051,"Jul 27, 1980",87,138458.0
dancin-4051,"Aug 3, 1980",92,146708.0
dancin-4051,"Aug 10, 1980",94,148908.0
dancin-4051,"Aug 17, 1980",96,147942.0
dancin-4051,"Aug 24, 1980",96,162305.0
dancin-4051,"Aug 31, 1980",95,159732.0
dancin-4051,"Sep 7, 1980",72,119728.0
dancin-4051,"Sep 14, 1980",84,144800.0
dancin-4051,"Sep 21, 1980",87,149424.0
dancin-4051,"Sep 28, 1980",94,162022.0
dancin-4051,"Oct 5, 1980",88,155016.0
dancin-4051,"Oct 12, 1980",95,174570.0
dancin-4051,"Oct 19, 1980",97,175604.0
dancin-4051,"Oct 26, 1980",99,177965.0
dancin-4051,"Nov 2, 1980",88,162321.0
dancin-4051,"Nov 9, 1980",85,158160.0
dancin-4051,"Nov 16, 1980",88,162040.0
dancin-4051,"Nov 23, 1980",84,148675.0
dancin-4051,"Nov 30, 1980",91,174516.0
dancin-4051,"Dec 7, 1980",77,96216.0
dancin-4051,"Dec 14, 1980",65,120151.0
dancin-4051,"Dec 21, 1980",54,96751.0
dancin-4051,"Dec 28, 1980",82,163017.0
dancin-4051,"Jan 4, 1981",86,179615.0
dancin-4051,"Jan 11, 1981",81,137140.0
dancin-4051,"Jan 18, 1981",84,138987.0
dancin-4051,"Jan 25, 1981",77,132299.0
dancin-4051,"Feb 1, 1981",76,131994.0
dancin-4051,"Feb 8, 1981",69,119337.0
dancin-4051,"Feb 15, 1981",83,144604.0
dancin-4051,"Feb 22, 1981",98,165685.0
dancin-4051,"Mar 1, 1981",97,157551.0
dancin-4051,"Mar 8, 1981",80,135624.0
dancin-4051,"Mar 15, 1981",83,140920.0
dancin-4051,"Mar 22, 1981",90,151844.0
dancin-4051,"Mar 29, 1981",98,159805.0
dancin-4051,"Apr 5, 1981",84,139575.0
dancin-4051,"Apr 12, 1981",87,144950.0
dancin-4051,"Apr 19, 1981",101,171461.0
dancin-4051,"Apr 26, 1981",98,172116.0
dancin-4051,"May 3, 1981",87,146648.0
dancin-4051,"May 10, 1981",94,154937.0
dancin-4051,"May 17, 1981",90,154701.0
dancin-4051,"May 24, 1981",93,156426.0
dancin-4051,"May 31, 1981",72,122418.0
dancin-535808,"Mar 5, 2023",88,331757.0
dancin-535808,"Mar 12, 2023",82,415251.0
dancin-535808,"Mar 19, 2023",90,564506.0
dancin-535808,"Mar 26, 2023",78,646944.0
dancin-535808,"Apr 2, 2023",74,581412.0
dancin-535808,"Apr 9, 2023",78,610558.0
dancin-535808,"Apr 16, 2023",74,589095.0
dancin-535808,"Apr 23, 2023",57,456343.0
dancin-535808,"Apr 30, 2023",49,386970.0
dancin-535808,"May 7, 2023",68,483434.0
dancin-535808,"May 14, 2023",88,678147.0
camelot-13313,"Jul 6, 1980",96,323487.0
camelot-13313,"Jul 13, 1980",95,406352.0
camelot-13313,"Jul 20, 1980",95,413639.0
camelot-13313,"Jul 27, 1980",98,428978.0
camelot-13313,"Aug 3, 1980",98,427658.0
camelot-13313,"Aug 10, 1980",99,435168.0
camelot-13313,"Aug 17, 1980",99,437548.0
camelot-13313,"Aug 24, 1980",99,438282.0
camelot-4143,"Nov 15, 1981",67,172455.0
camelot-4143,"Nov 22, 1981",73,242862.0
camelot-4143,"Nov 29, 1981",80,232481.0
camelot-4143,"Dec 6, 1981",78,266415.0
camelot-4143,"Dec 13, 1981",83,289928.0
camelot-4143,"Dec 20, 1981",80,280688.0
camelot-4143,"Dec 27, 1981",65,263829.0
camelot-4143,"Jan 3, 1982",103,377240.0
camelot-4571,"Jun 20, 1993",75,222078.0
camelot-4571,"Jun 27, 1993",76,499924.0
camelot-4571,"Jul 4, 1993",55,425382.0
camelot-4571,"Jul 11, 1993",43,434920.0
camelot-4571,"Jul 18, 1993",65,490005.0
camelot-4571,"Jul 25, 1993",64,518894.0
camelot-4571,"Aug 1, 1993",70,527599.0
camelot-4571,"Aug 8, 1993",80,595655.0
camelot-534339,"May 28, 2023",86,811604.0
camelot-534339,"Jun 4, 2023",80,747958.0
camelot-534339,"Jun 11, 2023",81,693887.0
camelot-534339,"Jun 18, 2023",81,757135.0
camelot-534339,"Jun 25, 2023",79,735483.0
camelot-534339,"Jul 2, 2023",75,502139.0
camelot-534339,"Jul 9, 2023",69,485636.0
camelot-534339,"Jul 16, 2023",83,591315.0
camelot-534339,"Jul 23, 2023",96,780457.0
camelot-534339,"Mar 12, 2023",95,486692.0
camelot-534339,"Mar 19, 2023",90,741343.0
camelot-534339,"Mar 26, 2023",92,859627.0
camelot-534339,"Apr 2, 2023",96,890710.0
camelot-534339,"Apr 9, 2023",94,931246.0
camelot-534339,"Apr 16, 2023",96,811393.0
camelot-534339,"Apr 23, 2023",92,896148.0
camelot-534339,"Apr 30, 2023",90,921018.0
camelot-534339,"May 7, 2023",86,831474.0
camelot-534339,"May 14, 2023",93,871290.0
camelot-534339,"May 21, 2023",91,851402.0
el-mago-pop-536773,"Aug 20, 2023",87,624826.0
el-mago-pop-536773,"Aug 27, 2023",96,2717000.0
fat-ham-535958,"May 28, 2023",94,391433.0
fat-ham-535958,"Jun 4, 2023",89,379184.0
fat-ham-535958,"Jun 11, 2023",90,393849.0
fat-ham-535958,"Jun 18, 2023",90,389101.0
fat-ham-535958,"Jun 25, 2023",98,471505.0
fat-ham-535958,"Jul 2, 2023",100,457459.0
fat-ham-535958,"Mar 26, 2023",96,216478.0
fat-ham-535958,"Apr 2, 2023",96,368246.0
fat-ham-535958,"Apr 9, 2023",93,289881.0
fat-ham-535958,"Apr 16, 2023",76,309831.0
fat-ham-535958,"Apr 23, 2023",88,368730.0
fat-ham-535958,"Apr 30, 2023",88,370334.0
fat-ham-535958,"May 7, 2023",86,349346.0
fat-ham-535958,"May 14, 2023",85,360033.0
fat-ham-535958,"May 21, 2023",93,393036.0
good-night-oscar-535325,"May 28, 2023",59,550970.0
good-night-oscar-535325,"Jun 4, 2023",63,580566.0
good-night-oscar-535325,"Jun 11, 2023",69,653042.0
good-night-oscar-535325,"Jun 18, 2023",78,741444.0
good-night-oscar-535325,"Jun 25, 2023",80,756438.0
good-night-oscar-535325,"Jul 2, 2023",79,731616.0
good-night-oscar-535325,"Jul 9, 2023",71,630882.0
good-night-oscar-535325,"Jul 16, 2023",84,808246.0
good-night-oscar-535325,"Jul 23, 2023",85,833274.0
good-night-oscar-535325,"Jul 30, 2023",90,863772.0
good-night-oscar-535325,"Aug 6, 2023",94,930030.0
good-night-oscar-535325,"Aug 13, 2023",98,993478.0
good-night-oscar-535325,"Aug 20, 2023",99,1061789.0
good-night-oscar-535325,"Aug 27, 2023",101,1147057.0
good-night-oscar-535325,"Apr 9, 2023",80,265239.0
good-night-oscar-535325,"Apr 16, 2023",70,603556.0
good-night-oscar-535325,"Apr 23, 2023",82,614405.0
good-night-oscar-535325,"Apr 30, 2023",79,640324.0
good-night-oscar-535325,"May 7, 2023",68,702454.0
good-night-oscar-535325,"May 14, 2023",65,668130.0
good-night-oscar-535325,"May 21, 2023",72,722141.0
grey-house-536446,"May 28, 2023",75,413865.0
grey-house-536446,"Jun 4, 2023",74,333602.0
grey-house-536446,"Jun 11, 2023",61,396276.0
grey-house-536446,"Jun 18, 2023",58,368708.0
grey-house-536446,"Jun 25, 2023",59,367359.0
grey-house-536446,"Jul 2, 2023",65,354996.0
grey-house-536446,"Jul 9, 2023",61,327457.0
grey-house-536446,"Jul 16, 2023",68,342492.0
grey-house-536446,"Jul 23, 2023",80,412082.0
grey-house-536446,"Jul 30, 2023",98,644100.0
grey-house-536446,"Apr 30, 2023",100,96424.0
grey-house-536446,"May 7, 2023",81,357213.0
grey-house-536446,"May 14, 2023",75,384175.0
grey-house-536446,"May 21, 2023",86,351949.0
here-lies-love-536097,"Jun 18, 2023",100,126461.0
here-lies-love-536097,"Jun 25, 2023",84,642151.0
here-lies-love-536097,"Jul 2, 2023",83,602192.0
here-lies-love-536097,"Jul 9, 2023",95,514969.0
here-lies-love-536097,"Jul 16, 2023",98,785035.0
here-lies-love-536097,"Jul 23, 2023",100,760065.0
here-lies-love-536097,"Jul 30, 2023",99,913782.0
here-lies-love-536097,"Aug 6, 2023",98,914855.0
here-lies-love-536097,"Aug 13, 2023",99,950834.0
here-lies-love-536097,"Aug 20, 2023",91,777674.0
here-lies-love-536097,"Aug 27, 2023",79,627520.0
here-lies-love-536097,"Sep 3, 2023",87,715562.0
here-lies-love-536097,"Sep 10, 2023",80,604271.0
here-lies-love-536097,"Sep 17, 2023",85,634406.0
here-lies-love-536097,"Sep 24, 2023",73,577876.0
here-lies-love-536097,"Oct 1, 2023",65,521690.0
here-lies-love-536097,"Oct 8, 2023",79,620892.0
here-lies-love-536097,"Oct 15, 2023",79,601218.0
here-lies-love-536097,"Oct 22, 2023",79,690574.0
i-need-that-537704,"Oct 15, 2023",95,295641.0
i-need-that-537704,"Oct 22, 2023",93,572840.0
jajas-african-hair-braiding-537669,"Sep 17, 2023",97,165345.0
jajas-african-hair-braiding-537669,"Sep 24, 2023",96,180008.0
jajas-african-hair-braiding-537669,"Oct 1, 2023",93,193619.0
jajas-african-hair-braiding-537669,"Oct 8, 2023",98,259875.0
jajas-african-hair-braiding-537669,"Oct 15, 2023",93,334147.0
jajas-african-hair-braiding-537669,"Oct 22, 2023",98,348453.0
life-of-pi-535445,"May 28, 2023",83,501233.0
life-of-pi-535445,"Jun 4, 2023",67,433904.0
life-of-pi-535445,"Jun 11, 2023",79,483031.0
life-of-pi-535445,"Jun 18, 2023",75,494001.0
life-of-pi-535445,"Jun 25, 2023",73,451504.0
life-of-pi-535445,"Jul 2, 2023",80,457905.0
life-of-pi-535445,"Jul 9, 2023",87,501283.0
life-of-pi-535445,"Jul 16, 2023",86,509526.0
life-of-pi-535445,"Jul 23, 2023",93,585043.0
life-of-pi-535445,"Mar 12, 2023",99,376362.0
life-of-pi-535445,"Mar 19, 2023",94,493602.0
life-of-pi-535445,"Mar 26, 2023",94,446351.0
life-of-pi-535445,"Apr 2, 2023",93,500068.0
life-of-pi-535445,"Apr 9, 2023",95,634701.0
life-of-pi-535445,"Apr 16, 2023",82,574864.0
life-of-pi-535445,"Apr 23, 2023",80,524614.0
life-of-pi-535445,"Apr 30, 2023",84,528895.0
life-of-pi-535445,"May 7, 2023",79,498848.0
life-of-pi-535445,"May 14, 2023",80,537190.0
life-of-pi-535445,"May 21, 2023",85,530486.0
melissa-etheridge-my-window-537454,"Sep 17, 2023",80,184162.0
melissa-etheridge-my-window-537454,"Sep 24, 2023",89,199743.0
melissa-etheridge-my-window-537454,"Oct 1, 2023",80,179113.0
melissa-etheridge-my-window-537454,"Oct 8, 2023",63,192267.0
melissa-etheridge-my-window-537454,"Oct 15, 2023",55,214054.0
melissa-etheridge-my-window-537454,"Oct 22, 2023",57,231628.0
new-york-new-york-535492,"May 28, 2023",82,939859.0
new-york-new-york-535492,"Jun 4, 2023",74,859285.0
new-york-new-york-535492,"Jun 11, 2023",79,854738.0
new-york-new-york-535492,"Jun 18, 2023",81,995844.0
new-york-new-york-535492,"Jun 25, 2023",79,868852.0
new-york-new-york-535492,"Jul 2, 2023",76,770063.0
new-york-new-york-535492,"Jul 9, 2023",70,630461.0
new-york-new-york-535492,"Jul 16, 2023",68,692051.0
new-york-new-york-535492,"Jul 23, 2023",69,685861.0
new-york-new-york-535492,"Jul 30, 2023",85,914748.0
new-york-new-york-535492,"Mar 26, 2023",100,418601.0
new-york-new-york-535492,"Apr 2, 2023",89,870814.0
new-york-new-york-535492,"Apr 9, 2023",94,931111.0
new-york-new-york-535492,"Apr 16, 2023",87,1018014.0
new-york-new-york-535492,"Apr 23, 2023",90,967105.0
new-york-new-york-535492,"Apr 30, 2023",96,943394.0
new-york-new-york-535492,"May 7, 2023",84,1019121.0
new-york-new-york-535492,"May 14, 2023",84,1009461.0
new-york-new-york-535492,"May 21, 2023",90,1153125.0
once-upon-a-one-more-time-535897,"May 28, 2023",86,606279.0
once-upon-a-one-more-time-535897,"Jun 4, 2023",65,609085.0
once-upon-a-one-more-time-535897,"Jun 11, 2023",70,612355.0
once-upon-a-one-more-time-535897,"Jun 18, 2023",71,645628.0
once-upon-a-one-more-time-535897,"Jun 25, 2023",92,701425.0
once-upon-a-one-more-time-535897,"Jul 2, 2023",60,620043.0
once-upon-a-one-more-time-535897,"Jul 9, 2023",51,616855.0
once-upon-a-one-more-time-535897,"Jul 16, 2023",56,627926.0
once-upon-a-one-more-time-535897,"Jul 23, 2023",52,550939.0
once-upon-a-one-more-time-535897,"Jul 30, 2023",56,579378.0
once-upon-a-one-more-time-535897,"Aug 6, 2023",52,514442.0
once-upon-a-one-more-time-535897,"Aug 13, 2023",47,512008.0
once-upon-a-one-more-time-535897,"Aug 20, 2023",45,442404.0
once-upon-a-one-more-time-535897,"Aug 27, 2023",53,451814.0
once-upon-a-one-more-time-535897,"Sep 3, 2023",84,761892.0
once-upon-a-one-more-time-535897,"May 14, 2023",83,168989.0
once-upon-a-one-more-time-535897,"May 21, 2023",73,581658.0
pal-joey-477922,"Nov 16, 2008",90,207099.0
pal-joey-477922,"Nov 23, 2008",89,298527.0
pal-joey-477922,"Nov 30, 2008",89,414635.0
pal-joey-477922,"Dec 7, 2008",93,407190.0
pal-joey-477922,"Dec 14, 2008",78,343303.0
pal-joey-477922,"Dec 21, 2008",77,345057.0
pal-joey-477922,"Dec 28, 2008",86,386671.0
pal-joey-477922,"Jan 4, 2009",91,402251.0
pal-joey-477922,"Jan 11, 2009",88,375881.0
pal-joey-477922,"Jan 18, 2009",91,388250.0
pal-joey-477922,"Jan 25, 2009",85,360236.0
pal-joey-477922,"Feb 1, 2009",80,331319.0
pal-joey-477922,"Feb 8, 2009",84,358096.0
pal-joey-477922,"Feb 15, 2009",90,383431.0
pal-joey-477922,"Feb 22, 2009",73,290366.0
pal-joey-477922,"Mar 1, 2009",75,282275.0
peter-pan-goes-wrong-536073,"May 28, 2023",72,538877.0
peter-pan-goes-wrong-536073,"Jun 4, 2023",69,473344.0
peter-pan-goes-wrong-536073,"Jun 11, 2023",69,499763.0
peter-pan-goes-wrong-536073,"Jun 18, 2023",79,609616.0
peter-pan-goes-wrong-536073,"Jun 25, 2023",83,645929.0
peter-pan-goes-wrong-536073,"Jul 2, 2023",76,554814.0
peter-pan-goes-wrong-536073,"Jul 9, 2023",74,511603.0
peter-pan-goes-wrong-536073,"Jul 16, 2023",64,447670.0
peter-pan-goes-wrong-536073,"Jul 23, 2023",75,550082.0
peter-pan-goes-wrong-536073,"Mar 19, 2023",80,364147.0
peter-pan-goes-wrong-536073,"Mar 26, 2023",76,474263.0
peter-pan-goes-wrong-536073,"Apr 2, 2023",75,449083.0
peter-pan-goes-wrong-536073,"Apr 9, 2023",85,590710.0
peter-pan-goes-wrong-536073,"Apr 16, 2023",95,903540.0
peter-pan-goes-wrong-536073,"Apr 23, 2023",90,817912.0
peter-pan-goes-wrong-536073,"Apr 30, 2023",92,988560.0
peter-pan-goes-wrong-536073,"May 7, 2023",78,683445.0
peter-pan-goes-wrong-536073,"May 14, 2023",64,463335.0
peter-pan-goes-wrong-536073,"May 21, 2023",67,482748.0
pictures-from-home-535460,"Jan 15, 2023",93,283572.0
pictures-from-home-535460,"Jan 22, 2023",92,413288.0
pictures-from-home-535460,"Jan 29, 2023",97,457276.0
pictures-from-home-535460,"Feb 5, 2023",92,432278.0
pictures-from-home-535460,"Feb 12, 2023",96,424623.0
pictures-from-home-535460,"Feb 19, 2023",82,438357.0
pictures-from-home-535460,"Feb 26, 2023",64,369118.0
pictures-from-home-535460,"Mar 5, 2023",65,334103.0
pictures-from-home-535460,"Mar 12, 2023",70,311782.0
pictures-from-home-535460,"Mar 19, 2023",84,328502.0
pictures-from-home-535460,"Mar 26, 2023",85,308786.0
pictures-from-home-535460,"Apr 2, 2023",74,324584.0
pictures-from-home-535460,"Apr 9, 2023",57,183579.0
pictures-from-home-535460,"Apr 16, 2023",71,285686.0
pictures-from-home-535460,"Apr 23, 2023",74,292860.0
pictures-from-home-535460,"Apr 30, 2023",81,310652.0
prima-facie-535843,"May 28, 2023",98,949794.0
prima-facie-535843,"Jun 4, 2023",94,914770.0
prima-facie-535843,"Jun 11, 2023",92,946254.0
prima-facie-535843,"Jun 18, 2023",100,1107830.0
prima-facie-535843,"Jun 25, 2023",100,1177967.0
prima-facie-535843,"Jul 2, 2023",100,1249650.0
prima-facie-535843,"Apr 16, 2023",98,889666.0
prima-facie-535843,"Apr 23, 2023",97,807416.0
prima-facie-535843,"Apr 30, 2023",98,986851.0
prima-facie-535843,"May 7, 2023",96,973326.0
prima-facie-535843,"May 14, 2023",97,970121.0
prima-facie-535843,"May 21, 2023",99,972826.0
shucked-535831,"May 28, 2023",97,809278.0
shucked-535831,"Jun 4, 2023",92,706683.0
shucked-535831,"Jun 11, 2023",97,699954.0
shucked-535831,"Jun 18, 2023",94,862188.0
shucked-535831,"Jun 25, 2023",94,829381.0
shucked-535831,"Jul 2, 2023",95,730592.0
shucked-535831,"Jul 9, 2023",90,698325.0
shucked-535831,"Jul 16, 2023",88,739573.0
shucked-535831,"Jul 23, 2023",89,789211.0
shucked-535831,"Jul 30, 2023",87,725040.0
shucked-535831,"Aug 6, 2023",89,748393.0
shucked-535831,"Aug 13, 2023",88,717899.0
shucked-535831,"Aug 20, 2023",87,674350.0
shucked-535831,"Aug 27, 2023",88,688908.0
shucked-535831,"Sep 3, 2023",94,798890.0
shucked-535831,"Sep 10, 2023",85,699189.0
shucked-535831,"Sep 17, 2023",90,742792.0
shucked-535831,"Sep 24, 2023",84,641267.0
shucked-535831,"Oct 1, 2023",77,658330.0
shucked-535831,"Oct 8, 2023",85,751829.0
shucked-535831,"Oct 15, 2023",85,747635.0
shucked-535831,"Oct 22, 2023",87,771456.0
shucked-535831,"Mar 12, 2023",99,291972.0
shucked-535831,"Mar 19, 2023",100,456719.0
shucked-535831,"Mar 26, 2023",98,517296.0
shucked-535831,"Apr 2, 2023",98,482196.0
shucked-535831,"Apr 9, 2023",95,554956.0
shucked-535831,"Apr 16, 2023",91,594349.0
shucked-535831,"Apr 23, 2023",89,586474.0
shucked-535831,"Apr 30, 2023",87,550546.0
shucked-535831,"May 7, 2023",88,620075.0
shucked-535831,"May 14, 2023",94,712755.0
shucked-535831,"May 21, 2023",99,779986.0
spamalot-384262,"Jun 1, 2008",66,533772.0
spamalot-384262,"Jun 8, 2008",65,518656.0
spamalot-384262,"Jun 15, 2008",66,530133.0
spamalot-384262,"Jun 22, 2008",79,631189.0
spamalot-384262,"Jun 29, 2008",78,625441.0
spamalot-384262,"Jul 6, 2008",90,657860.0
spamalot-384262,"Jul 13, 2008",74,580037.0
spamalot-384262,"Jul 20, 2008",79,631938.0
spamalot-384262,"Jul 27, 2008",83,635392.0
spamalot-384262,"Aug 3, 2008",84,652931.0
spamalot-384262,"Aug 10, 2008",81,633359.0
spamalot-384262,"Aug 17, 2008",78,613972.0
spamalot-384262,"Aug 24, 2008",68,515896.0
spamalot-384262,"Aug 31, 2008",82,642920.0
spamalot-384262,"Sep 7, 2008",42,318167.0
spamalot-384262,"Sep 14, 2008",55,415770.0
spamalot-384262,"Sep 21, 2008",60,494410.0
spamalot-384262,"Sep 28, 2008",54,438964.0
spamalot-384262,"Oct 5, 2008",54,424766.0
spamalot-384262,"Oct 12, 2008",71,555811.0
spamalot-384262,"Oct 19, 2008",63,498146.0
spamalot-384262,"Oct 26, 2008",64,498368.0
spamalot-384262,"Nov 2, 2008",52,389588.0
spamalot-384262,"Nov 9, 2008",69,521003.0
spamalot-384262,"Nov 16, 2008",59,451658.0
spamalot-384262,"Nov 23, 2008",55,422332.0
spamalot-384262,"Nov 30, 2008",81,729679.0
spamalot-384262,"Dec 7, 2008",73,556655.0
spamalot-384262,"Dec 14, 2008",76,576975.0
spamalot-384262,"Dec 21, 2008",85,646303.0
spamalot-384262,"Dec 28, 2008",99,968563.0
spamalot-384262,"Jan 4, 2009",101,1068658.0
spamalot-384262,"Jan 11, 2009",100,811514.0
spamalot-384262,"Jun 3, 2007",77,677274.0
spamalot-384262,"Jun 10, 2007",88,752438.0
spamalot-384262,"Jun 17, 2007",90,786702.0
spamalot-384262,"Jun 24, 2007",93,818066.0
spamalot-384262,"Jul 1, 2007",92,783971.0
spamalot-384262,"Jul 8, 2007",95,785096.0
spamalot-384262,"Jul 15, 2007",92,788409.0
spamalot-384262,"Jul 22, 2007",93,816150.0
spamalot-384262,"Jul 29, 2007",95,815370.0
spamalot-384262,"Aug 5, 2007",97,854452.0
spamalot-384262,"Aug 12, 2007",96,827102.0
spamalot-384262,"Aug 19, 2007",93,800296.0
spamalot-384262,"Aug 26, 2007",92,776856.0
spamalot-384262,"Sep 2, 2007",95,792039.0
spamalot-384262,"Sep 9, 2007",59,495470.0
spamalot-384262,"Sep 16, 2007",68,560395.0
spamalot-384262,"Sep 23, 2007",67,567987.0
spamalot-384262,"Sep 30, 2007",71,601070.0
spamalot-384262,"Oct 7, 2007",78,682048.0
spamalot-384262,"Oct 14, 2007",82,712888.0
spamalot-384262,"Oct 21, 2007",82,708444.0
spamalot-384262,"Oct 28, 2007",81,657022.0
spamalot-384262,"Nov 4, 2007",75,605393.0
spamalot-384262,"Nov 11, 2007",68,271308.0
spamalot-384262,"Dec 2, 2007",66,459661.0
spamalot-384262,"Dec 9, 2007",73,626947.0
spamalot-384262,"Dec 16, 2007",75,604118.0
spamalot-384262,"Dec 23, 2007",88,774732.0
spamalot-384262,"Dec 30, 2007",102,1107136.0
spamalot-384262,"Jan 6, 2008",95,828149.0
spamalot-384262,"Jan 13, 2008",83,659488.0
spamalot-384262,"Jan 20, 2008",88,797390.0
spamalot-384262,"Jan 27, 2008",68,591045.0
spamalot-384262,"Feb 3, 2008",60,502097.0
spamalot-384262,"Feb 10, 2008",78,623348.0
spamalot-384262,"Feb 17, 2008",91,826303.0
spamalot-384262,"Feb 24, 2008",88,726641.0
spamalot-384262,"Mar 2, 2008",70,592130.0
spamalot-384262,"Mar 9, 2008",75,636569.0
spamalot-384262,"Mar 16, 2008",92,797267.0
spamalot-384262,"Mar 23, 2008",100,917273.0
spamalot-384262,"Mar 30, 2008",97,900668.0
spamalot-384262,"Apr 6, 2008",85,743430.0
spamalot-384262,"Apr 13, 2008",84,754369.0
spamalot-384262,"Apr 20, 2008",84,757156.0
spamalot-384262,"Apr 27, 2008",90,782129.0
spamalot-384262,"May 4, 2008",84,842570.0
spamalot-384262,"May 11, 2008",68,519455.0
spamalot-384262,"May 18, 2008",77,614070.0
spamalot-384262,"May 25, 2008",84,664497.0
spamalot-384262,"Jun 4, 2006",98,978245.0
spamalot-384262,"Jun 11, 2006",102,1045387.0
spamalot-384262,"Jun 18, 2006",102,1057022.0
spamalot-384262,"Jun 25, 2006",102,1062011.0
spamalot-384262,"Jul 2, 2006",101,1036220.0
spamalot-384262,"Jul 9, 2006",101,1001892.0
spamalot-384262,"Jul 16, 2006",101,1029511.0
spamalot-384262,"Jul 23, 2006",100,1015897.0
spamalot-384262,"Jul 30, 2006",99,1005439.0
spamalot-384262,"Aug 6, 2006",98,1009711.0
spamalot-384262,"Aug 13, 2006",97,997812.0
spamalot-384262,"Aug 20, 2006",95,967685.0
spamalot-384262,"Aug 27, 2006",91,923503.0
spamalot-384262,"Sep 3, 2006",101,986308.0
spamalot-384262,"Sep 10, 2006",75,765133.0
spamalot-384262,"Sep 17, 2006",82,823817.0
spamalot-384262,"Sep 24, 2006",80,796071.0
spamalot-384262,"Oct 1, 2006",91,891641.0
spamalot-384262,"Oct 8, 2006",94,945598.0
spamalot-384262,"Oct 15, 2006",96,947944.0
spamalot-384262,"Oct 22, 2006",96,962986.0
spamalot-384262,"Oct 29, 2006",95,944316.0
